region,tech,vintage,period,fraction,notes,data_id
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2063.0,0.07,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2064.0,0.05,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2065.0,0.04,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2066.0,0.03,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2067.0,0.02,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2068.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2069.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2070.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2071.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2072.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2073.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2074.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2075.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2076.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2077.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2078.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2079.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2080.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2081.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2040.0,2082.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2045.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2046.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2047.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2048.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2049.0,0.98,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2050.0,0.97,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2051.0,0.96,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2052.0,0.94,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2053.0,0.92,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2054.0,0.89,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2055.0,0.86,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2056.0,0.83,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2057.0,0.79,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2058.0,0.72,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2059.0,0.61,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2060.0,0.51,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2061.0,0.41,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2062.0,0.33,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2063.0,0.26,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2064.0,0.2,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2065.0,0.16,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2066.0,0.12,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2067.0,0.09,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2068.0,0.07,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2069.0,0.05,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2070.0,0.04,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2071.0,0.03,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2072.0,0.02,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2073.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2074.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2075.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2076.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2077.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2078.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2079.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2080.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2081.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2082.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2083.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2084.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2085.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2086.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV35,2045.0,2087.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2025.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2026.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2027.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2028.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2029.0,0.98,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2030.0,0.97,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2031.0,0.96,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2032.0,0.94,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2033.0,0.92,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2034.0,0.89,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2035.0,0.86,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2036.0,0.83,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2037.0,0.79,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2038.0,0.72,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2039.0,0.61,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2040.0,0.51,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2041.0,0.41,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2042.0,0.33,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2043.0,0.26,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2044.0,0.2,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2045.0,0.16,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2046.0,0.12,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2047.0,0.09,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2048.0,0.07,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2049.0,0.05,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2050.0,0.04,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2051.0,0.03,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2052.0,0.02,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2053.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2054.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2055.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2056.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2057.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2058.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2059.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2060.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2061.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2062.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2063.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2064.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2065.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2066.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2025.0,2067.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2030.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2031.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2032.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2033.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2034.0,0.98,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2035.0,0.97,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2036.0,0.96,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2037.0,0.94,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2038.0,0.92,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2039.0,0.89,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2040.0,0.86,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2041.0,0.83,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2042.0,0.79,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2043.0,0.72,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2044.0,0.61,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2045.0,0.51,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2046.0,0.41,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2047.0,0.33,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2048.0,0.26,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2049.0,0.2,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2050.0,0.16,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2051.0,0.12,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2052.0,0.09,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2053.0,0.07,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2054.0,0.05,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2055.0,0.04,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2056.0,0.03,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2057.0,0.02,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2058.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2059.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2060.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2061.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2062.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2063.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2064.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2065.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2066.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2067.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2068.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2069.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2070.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2071.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2030.0,2072.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2035.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2036.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2037.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2038.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2039.0,0.98,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2040.0,0.97,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2041.0,0.96,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2042.0,0.94,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2043.0,0.92,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2044.0,0.89,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2045.0,0.86,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2046.0,0.83,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2047.0,0.79,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2048.0,0.72,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2049.0,0.61,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2050.0,0.51,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2051.0,0.41,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2052.0,0.33,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2053.0,0.26,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2054.0,0.2,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2055.0,0.16,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2056.0,0.12,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2057.0,0.09,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2058.0,0.07,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2059.0,0.05,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2060.0,0.04,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2061.0,0.03,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2062.0,0.02,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2063.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2064.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2065.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2066.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2067.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2068.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2069.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2070.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2071.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2072.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2073.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2074.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2075.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2076.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2035.0,2077.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2040.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2041.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2042.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2043.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2044.0,0.98,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2045.0,0.97,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2046.0,0.96,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2047.0,0.94,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2048.0,0.92,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2049.0,0.89,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2050.0,0.86,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2051.0,0.83,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2052.0,0.79,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2053.0,0.72,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2054.0,0.61,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2055.0,0.51,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2056.0,0.41,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2057.0,0.33,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2058.0,0.26,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2059.0,0.2,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2060.0,0.16,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2061.0,0.12,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2062.0,0.09,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2063.0,0.07,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2064.0,0.05,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2065.0,0.04,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2066.0,0.03,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2067.0,0.02,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2068.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2069.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2070.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2071.0,0.01,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2072.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2073.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2074.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2075.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2076.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2077.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2078.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2079.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2080.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2081.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2040.0,2082.0,0.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2045.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2046.0,1.0,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2047.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2048.0,0.99,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2049.0,0.98,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2050.0,0.97,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2051.0,0.96,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2052.0,0.94,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2053.0,0.92,From MOVES5,TRPHRNLLAB001
NLLAB,T_LDV_C_GSL_PHEV50,2045.0,2054.0,0.89,From MOVES5,TRPHRNLLAB001
