region,tech,lifetime,notes
NS,T_LDV_LTF_DSL_N,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_FCEV400_N,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_GSL_EX,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_GSL_HEV_EX,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_GSL_HEV_N,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_GSL_N,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_GSL_PHEV35_EX,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_GSL_PHEV35_N,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTF_GSL_PHEV50_N,26,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_BEV150_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_BEV200_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_BEV300_EX,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_BEV300_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_BEV400_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_CNG_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_DSL_EX,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_DSL_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_FCEV400_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_GSL_EX,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_GSL_HEV_EX,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_GSL_HEV_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_GSL_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_GSL_PHEV35_EX,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_GSL_PHEV35_N,27,(y) age when vehicles have 0% survival rate
NS,T_LDV_LTP_GSL_PHEV50_N,27,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_BEV_N,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_DSL_EX,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_DSL_HEV_N,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_DSL_N,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_DSL_PHEV_N,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_FCEV_N,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_FCHEV_N,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_GSL_EX,42,(y) age when vehicles have 0% survival rate
NS,T_MDV_T_GSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_HDV_T_BEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_HDV_T_DSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_HDV_T_DSL_HEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_HDV_T_DSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_HDV_T_DSL_PHEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_HDV_T_FCEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_HDV_T_FCHEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_BEV150_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_BEV150_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_BEV200_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_BEV300_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_BEV400_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_CNG_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_DSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_DSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_FCEV400_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_GSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_GSL_HEV_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_GSL_HEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_GSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_GSL_PHEV35_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_GSL_PHEV35_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_C_GSL_PHEV50_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_BEV150_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_BEV200_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_BEV300_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_BEV400_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_CNG_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_DSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_DSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_FCEV400_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_GSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_GSL_HEV_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_GSL_HEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_GSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_GSL_PHEV35_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_GSL_PHEV35_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTF_GSL_PHEV50_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_BEV150_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_BEV200_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_BEV300_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_BEV300_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_BEV400_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_CNG_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_DSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_DSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_FCEV400_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_GSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_GSL_HEV_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_GSL_HEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_GSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_GSL_PHEV35_EX,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_GSL_PHEV35_N,42,(y) age when vehicles have 0% survival rate
ON,T_LDV_LTP_GSL_PHEV50_N,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_BEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_DSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_DSL_HEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_DSL_N,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_DSL_PHEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_FCEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_FCHEV_N,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_GSL_EX,42,(y) age when vehicles have 0% survival rate
ON,T_MDV_T_GSL_N,42,(y) age when vehicles have 0% survival rate
PEI,T_HDV_T_BEV_N,31,(y) age when vehicles have 0% survival rate
PEI,T_HDV_T_DSL_EX,31,(y) age when vehicles have 0% survival rate
PEI,T_HDV_T_DSL_HEV_N,31,(y) age when vehicles have 0% survival rate
PEI,T_HDV_T_DSL_N,31,(y) age when vehicles have 0% survival rate
PEI,T_HDV_T_DSL_PHEV_N,31,(y) age when vehicles have 0% survival rate
PEI,T_HDV_T_FCEV_N,31,(y) age when vehicles have 0% survival rate
PEI,T_HDV_T_FCHEV_N,31,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_BEV150_EX,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_BEV150_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_BEV200_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_BEV300_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_BEV400_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_CNG_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_DSL_EX,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_DSL_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_FCEV400_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_GSL_EX,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_GSL_HEV_EX,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_GSL_HEV_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_GSL_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_GSL_PHEV35_EX,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_GSL_PHEV35_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_C_GSL_PHEV50_N,28,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_BEV150_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_BEV200_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_BEV300_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_BEV400_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_CNG_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_DSL_EX,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_DSL_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_FCEV400_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_GSL_EX,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_GSL_HEV_EX,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_GSL_HEV_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_GSL_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_GSL_PHEV35_EX,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_GSL_PHEV35_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTF_GSL_PHEV50_N,40,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_BEV150_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_BEV200_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_BEV300_EX,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_BEV300_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_BEV400_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_CNG_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_DSL_EX,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_DSL_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_FCEV400_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_GSL_EX,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_GSL_HEV_EX,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_GSL_HEV_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_GSL_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_GSL_PHEV35_EX,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_GSL_PHEV35_N,42,(y) age when vehicles have 0% survival rate
PEI,T_LDV_LTP_GSL_PHEV50_N,42,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_BEV_N,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_DSL_EX,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_DSL_HEV_N,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_DSL_N,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_DSL_PHEV_N,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_FCEV_N,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_FCHEV_N,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_GSL_EX,33,(y) age when vehicles have 0% survival rate
PEI,T_MDV_T_GSL_N,33,(y) age when vehicles have 0% survival rate
QC,T_HDV_T_BEV_N,29,(y) age when vehicles have 0% survival rate
QC,T_HDV_T_DSL_EX,29,(y) age when vehicles have 0% survival rate
QC,T_HDV_T_DSL_HEV_N,29,(y) age when vehicles have 0% survival rate
QC,T_HDV_T_DSL_N,29,(y) age when vehicles have 0% survival rate
QC,T_HDV_T_DSL_PHEV_N,29,(y) age when vehicles have 0% survival rate
QC,T_HDV_T_FCEV_N,29,(y) age when vehicles have 0% survival rate
QC,T_HDV_T_FCHEV_N,29,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_BEV150_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_BEV150_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_BEV200_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_BEV300_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_BEV400_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_CNG_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_DSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_DSL_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_FCEV400_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_GSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_GSL_HEV_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_GSL_HEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_GSL_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_GSL_PHEV35_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_GSL_PHEV35_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_C_GSL_PHEV50_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_BEV150_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_BEV200_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_BEV300_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_BEV400_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_CNG_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_DSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_DSL_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_FCEV400_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_GSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_GSL_HEV_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_GSL_HEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_GSL_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_GSL_PHEV35_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_GSL_PHEV35_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTF_GSL_PHEV50_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_BEV150_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_BEV200_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_BEV300_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_BEV300_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_BEV400_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_CNG_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_DSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_DSL_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_FCEV400_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_GSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_GSL_HEV_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_GSL_HEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_GSL_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_GSL_PHEV35_EX,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_GSL_PHEV35_N,42,(y) age when vehicles have 0% survival rate
QC,T_LDV_LTP_GSL_PHEV50_N,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_BEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_DSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_DSL_HEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_DSL_N,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_DSL_PHEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_FCEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_FCHEV_N,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_GSL_EX,42,(y) age when vehicles have 0% survival rate
QC,T_MDV_T_GSL_N,42,(y) age when vehicles have 0% survival rate
SK,T_HDV_T_BEV_N,42,(y) age when vehicles have 0% survival rate
SK,T_HDV_T_DSL_EX,42,(y) age when vehicles have 0% survival rate
SK,T_HDV_T_DSL_HEV_N,42,(y) age when vehicles have 0% survival rate
SK,T_HDV_T_DSL_N,42,(y) age when vehicles have 0% survival rate
SK,T_HDV_T_DSL_PHEV_N,42,(y) age when vehicles have 0% survival rate
SK,T_HDV_T_FCEV_N,42,(y) age when vehicles have 0% survival rate
SK,T_HDV_T_FCHEV_N,42,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_BEV150_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_BEV150_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_BEV200_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_BEV300_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_BEV400_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_CNG_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_DSL_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_DSL_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_FCEV400_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_GSL_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_GSL_HEV_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_GSL_HEV_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_GSL_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_GSL_PHEV35_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_GSL_PHEV35_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_C_GSL_PHEV50_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_BEV150_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_BEV200_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_BEV300_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_BEV400_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_CNG_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_DSL_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_DSL_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_FCEV400_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_GSL_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_GSL_HEV_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_GSL_HEV_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_GSL_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_GSL_PHEV35_EX,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_GSL_PHEV35_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTF_GSL_PHEV50_N,24,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_BEV150_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_BEV200_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_BEV300_EX,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_BEV300_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_BEV400_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_CNG_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_DSL_EX,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_DSL_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_FCEV400_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_GSL_EX,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_GSL_HEV_EX,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_GSL_HEV_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_GSL_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_GSL_PHEV35_EX,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_GSL_PHEV35_N,23,(y) age when vehicles have 0% survival rate
SK,T_LDV_LTP_GSL_PHEV50_N,23,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_BEV_N,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_DSL_EX,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_DSL_HEV_N,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_DSL_N,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_DSL_PHEV_N,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_FCEV_N,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_FCHEV_N,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_GSL_EX,26,(y) age when vehicles have 0% survival rate
SK,T_MDV_T_GSL_N,26,(y) age when vehicles have 0% survival rate
MB,T_LDV_LTF_GSL_HEV_EX,25,(y) age when vehicles have 0% survival rate
